19/05/2025,"-49.64",FARMER JACKS SUBIACO      SUBIACO
19/05/2025,"-20.71",SUBI FISH N CHIPS         SUBIACO
16/05/2025,"-66.92",TS/Ayam Penyet Ria - V    Victoria
16/05/2025,"-45.00",THE EXECUTIVES            WEST PERTH
14/05/2025,"-21.76",FARMER JACKS SUBIACO      SUBIACO
13/05/2025,"-16.50",SQ *SIPRA KEBAB AND GRILL West Perth
12/05/2025,"2465.00",PAYMENT - THANKYOU
12/05/2025,"-7.73",SMP*Presotea James St6b   Northbridge
12/05/2025,"-20.10",BANGKOK BROTHERS          NORTHBRIDGE
12/05/2025,"-6.60",SQ *GIANT COFFEE          Northbridge
12/05/2025,"-54.86",HBF HEALTH LIMITED        PERTH
12/05/2025,"-70.54",FARMER JACKS SUBIACO      SUBIACO
12/05/2025,"-30.16",VO TRAN TRADINGS PTY L    MORLEY
09/05/2025,"-60.70",APRBS VICTORIA PARK PT    VICTORIA PARK
08/05/2025,"-69.21",Reddy Express 6913        Perth West
08/05/2025,"-9.70",SUSHI HUB WILLIAM ST      PERTH
08/05/2025,"-198.00",RB Climbing Three Pty Ltd Willetton
08/05/2025,"-3.50",RB Climbing Three Pty Ltd Willetton
07/05/2025,"-6.60",SQ *GIANT COFFEE          Northbridge
06/05/2025,"-13.42",FARMER JACKS SUBIACO      SUBIACO
06/05/2025,"-36.37",WEI'S DUMPLING HUT        SUBIACO
05/05/2025,"-37.76",FARMER JACKS SUBIACO      SUBIACO
05/05/2025,"-74.99",IINET LTD N               SYDNEY
05/05/2025,"-16.50",SQ *SIPRA KEBAB AND GRILL 1800595310
05/05/2025,"-19.00",Dominos Estore West Perth dominos.com.a
02/05/2025,"-7.00",SQ *CHARLIE BOY COFFEE    Northbridge
02/05/2025,"-39.12",STEAM PURCHASE            SEATTLE
01/05/2025,"-24.98",IVF PHARMACY SERVICE      WEST PERTH
01/05/2025,"-17.85",MCDONALDS JOLIMONT        JOLIMONT
30/04/2025,"-23.12",Blizzard Entertainment    949-9551380
30/04/2025,"-6.60",SQ *GIANT COFFEE          Northbridge
30/04/2025,"-10.04",U & I Cafe                Northbridge
30/04/2025,"-13.99",SPOTIFY                   SYDNEY
29/04/2025,"-12.95",STEAM PURCHASE            SEATTLE
29/04/2025,"-486.80",DEPARTMENT OF TRANSPOR    PERTH
28/04/2025,"-231.22",Pin* SoPYC                Applecross
28/04/2025,"-170.00",PERTHRUNNINGFESTIVAL      WEST PERTH
28/04/2025,"-49.36",FARMER JACKS SUBIACO      SUBIACO
28/04/2025,"-54.86",HBF HEALTH LIMITED        PERTH
24/04/2025,"-18.50",TIEN TIEN YOGURT PL       EAST VICTORIA
23/04/2025,"-1.49",APPLE.COM/BILL            SYDNEY
23/04/2025,"-50.63",FARMER JACKS SUBIACO      SUBIACO
22/04/2025,"-83.67",TS/Ayam Penyet Ria - V    Victoria
22/04/2025,"-67.73",FARMER JACKS SUBIACO      SUBIACO
22/04/2025,"-17.65",MCDONALDS JOLIMONT        JOLIMONT
22/04/2025,"-4.00",CocaColaEPP               Northbridge
17/04/2025,"-21.72",FARMER JACKS SUBIACO      SUBIACO
16/04/2025,"-44.64",GOLDEN CHOICE SUBIAC      SUBIACO
16/04/2025,"-2.00",WILSON PARKING AUSTRALIA  PERTH
16/04/2025,"-55.67",AMPOL SUBIACO             SUBIACO
15/04/2025,"-101.99",SP PRECISION FUEL HYDR    ARUNDEL
15/04/2025,"-35.64",FARMER JACKS SUBIACO      SUBIACO
14/04/2025,"-14.64",LS North Street Store     Cottesloe
